txn_id,customer_id,date,txn_type,amount_inr,country,country_risk,customer_segment,industry,velocity_24h,is_round_number,shell_company_flag,pep_flag,sanctions_flag,multi_account_flag,risk_score,sar_label
TXN001006,CUST1205,2024-07-20,Wire Transfer,1812.51,Japan,Low,Corporate,Hospitality,1,0,0,0,0,0,0,0
TXN001007,CUST1328,2024-11-19,Wire Transfer,35471.46,Australia,Low,Corporate,Finance,5,0,0,0,0,0,30,0
TXN001008,CUST1214,2024-10-10,RTGS,5878.26,Japan,Low,HNI,Healthcare,3,0,0,0,0,0,20,0
TXN001009,CUST1160,2024-05-23,Crypto Exchange,7523.63,Singapore,Low,SME,IT Services,5,0,0,0,0,0,35,0
TXN001010,CUST1358,2024-04-15,RTGS,22297.49,Singapore,Low,HNI,Hospitality,5,0,0,0,0,0,30,0
TXN001011,CUST1333,2024-11-28,Cash Withdrawal,1504.05,Germany,Low,HNI,Healthcare,2,0,0,0,0,0,0,0
TXN001012,CUST1043,2024-07-18,Cash Withdrawal,14380.3,Australia,Low,Retail,Finance,2,0,0,0,0,0,15,0
TXN001013,CUST1276,2024-09-18,Wire Transfer,10401.22,Singapore,Low,SME,Real Estate,3,0,0,0,0,0,15,0
TXN001014,CUST1387,2024-10-03,Wire Transfer,16961.09,Singapore,Low,Corporate,IT Services,3,0,0,0,0,0,15,0
TXN001015,CUST1396,2024-09-15,SWIFT,12503.36,India,Low,SME,Healthcare,1,0,0,0,0,0,15,0
TXN001016,CUST1132,2024-11-29,Wire Transfer,200000.0,India,Low,SME,IT Services,4,1,0,0,0,0,20,0
TXN001017,CUST1377,2024-04-30,Cash Withdrawal,3113.15,Japan,Low,Retail,Hospitality,5,0,0,0,0,0,15,0
TXN001018,CUST1457,2024-05-25,Cash Withdrawal,3653.73,Australia,Low,Corporate,Import/Export,5,0,0,0,0,0,15,0
TXN001019,CUST1365,2024-05-06,RTGS,3182.08,India,Low,HNI,Finance,3,0,0,0,0,0,0,0
TXN001020,CUST1098,2024-03-16,Wire Transfer,3522.0,Australia,Low,SME,Hospitality,4,0,0,0,0,0,0,0
TXN001021,CUST1041,2024-03-07,SWIFT,3114.8,Germany,Low,Retail,IT Services,2,0,0,0,0,0,0,0
TXN001022,CUST1189,2024-09-22,NEFT,48219.79,Japan,Low,HNI,Finance,4,0,0,0,0,0,15,0
TXN001023,CUST1299,2024-08-13,SWIFT,68237.97,Australia,Low,HNI,Healthcare,4,0,0,0,0,0,15,0
TXN001024,CUST1213,2024-03-06,NEFT,3442.25,Germany,Low,Corporate,Real Estate,4,0,0,0,0,0,0,0
TXN001025,CUST1360,2024-08-21,Cash Deposit,385923.34,UK,Low,Retail,Healthcare,8,0,0,0,1,0,55,1
TXN001026,CUST1078,2024-07-10,Cash Withdrawal,7172.1,USA,Low,Retail,Import/Export,18,0,1,0,0,1,70,1
TXN001027,CUST1250,2024-06-27,NEFT,2324.98,India,Low,Retail,IT Services,1,0,0,0,0,0,0,0
TXN001028,CUST1293,2024-06-21,SWIFT,16434.26,Japan,Low,SME,Finance,4,0,0,0,0,0,15,0
TXN001029,CUST1368,2024-09-15,Cash Deposit,3539.23,Australia,Low,Corporate,Retail Trade,4,0,0,0,0,0,0,0
TXN001030,CUST1341,2024-06-15,Crypto Exchange,20939.61,India,Low,HNI,Real Estate,5,0,0,0,0,0,30,0
TXN001031,CUST1209,2024-06-22,SWIFT,10986.08,Singapore,Low,HNI,Real Estate,1,0,0,0,0,0,15,0
TXN001032,CUST1455,2024-11-26,Cash Withdrawal,834.13,India,Low,HNI,Healthcare,2,0,0,0,0,0,0,0
TXN001033,CUST1292,2024-03-04,RTGS,82558.12,Australia,Low,SME,Finance,5,0,0,0,0,0,30,0
TXN001034,CUST1489,2024-04-06,NEFT,276187.46,Somalia,High,Retail,Finance,10,0,0,0,0,0,65,1
TXN001035,CUST1296,2024-09-30,Crypto Exchange,119828.46,Singapore,Low,HNI,IT Services,3,0,0,0,0,0,15,0
TXN001036,CUST1023,2024-06-23,Wire Transfer,3231.87,Germany,Low,HNI,Retail Trade,2,0,0,0,0,0,0,0
TXN001037,CUST1440,2024-02-16,Cash Withdrawal,4529.87,India,Low,SME,Hospitality,1,0,0,0,0,0,20,0
TXN001038,CUST1146,2024-02-15,Cash Withdrawal,12441.56,USA,Low,Corporate,Real Estate,3,0,0,0,0,0,15,0
TXN001039,CUST1347,2024-06-15,NEFT,13382.26,USA,Low,Corporate,IT Services,1,0,0,0,0,0,15,0
TXN001040,CUST1152,2024-03-13,Cash Withdrawal,21759.73,Germany,Low,HNI,IT Services,3,0,0,0,0,0,15,0
TXN001041,CUST1482,2024-05-02,Cash Deposit,165265.21,Japan,Low,Retail,IT Services,5,0,0,0,0,0,30,0
TXN001042,CUST1252,2024-02-01,Cash Withdrawal,6214.12,UK,Low,HNI,IT Services,4,0,0,0,0,0,20,0
TXN001043,CUST1033,2024-11-20,SWIFT,2446.84,USA,Low,HNI,IT Services,1,0,0,0,0,0,0,0
TXN001044,CUST1493,2024-10-11,Crypto Exchange,1023.54,Australia,Low,Retail,Real Estate,2,0,0,0,0,0,0,0
TXN001045,CUST1208,2024-11-21,Crypto Exchange,2707.02,Singapore,Low,HNI,IT Services,2,0,0,0,0,0,0,0
TXN001046,CUST1072,2024-05-05,Cash Deposit,7710.28,Singapore,Low,SME,Finance,4,0,0,0,0,0,20,0
TXN001047,CUST1284,2024-08-25,Wire Transfer,119591.47,Japan,Low,HNI,IT Services,5,0,0,0,0,0,30,0
TXN001048,CUST1497,2024-09-03,Wire Transfer,3727.84,UK,Low,Corporate,IT Services,5,0,0,0,0,0,15,0
TXN001049,CUST1348,2024-11-19,Crypto Exchange,11335.36,USA,Low,HNI,Import/Export,5,0,0,0,0,0,30,0
TXN001050,CUST1144,2024-09-30,RTGS,7905.91,Singapore,Low,Retail,Real Estate,1,0,0,0,0,0,20,0
TXN001051,CUST1202,2024-10-11,Cash Deposit,48174.73,UK,Low,Retail,Retail Trade,4,0,0,0,0,0,15,0
TXN001052,CUST1258,2024-11-21,Cash Withdrawal,200000.0,UK,Low,SME,Healthcare,4,1,0,0,0,0,20,0
TXN001053,CUST1339,2024-08-23,Cash Deposit,3654.44,Singapore,Low,SME,Import/Export,3,0,0,0,0,0,0,0
TXN001054,CUST1354,2024-11-07,Wire Transfer,455650.25,Germany,Low,Corporate,Healthcare,20,0,0,0,0,0,30,1
TXN001055,CUST1015,2024-06-29,Wire Transfer,219369.4,Germany,Low,HNI,Healthcare,10,0,0,0,0,1,45,1
TXN001056,CUST1098,2024-01-11,Cash Deposit,3888.74,Japan,Low,HNI,IT Services,3,0,0,0,0,0,0,0
TXN001057,CUST1363,2024-11-10,Wire Transfer,38802.55,Australia,Low,SME,Real Estate,3,0,0,0,0,0,15,0
TXN001058,CUST1113,2024-01-19,Cash Withdrawal,22535.28,UK,Low,Corporate,Hospitality,4,0,0,0,0,0,15,0
TXN001059,CUST1361,2024-11-22,Cash Deposit,129322.04,Germany,Low,Corporate,IT Services,1,0,0,0,0,0,15,0
TXN001060,CUST1291,2024-04-09,NEFT,19455.64,Australia,Low,HNI,Real Estate,5,0,0,0,0,0,30,0
TXN001061,CUST1308,2024-03-06,NEFT,4727.07,Australia,Low,Corporate,IT Services,1,0,0,0,0,0,20,0
TXN001062,CUST1477,2024-05-20,RTGS,8228.2,Australia,Low,Corporate,Finance,13,0,0,0,1,0,60,1
TXN001063,CUST1332,2024-08-09,Cash Withdrawal,19652.94,Japan,Low,Retail,Retail Trade,4,0,0,0,0,0,15,0
TXN001064,CUST1348,2024-09-21,Cash Withdrawal,42747.05,Japan,Low,HNI,Hospitality,1,0,0,0,0,0,15,0
TXN001065,CUST1114,2024-09-29,SWIFT,27742.57,Germany,Low,Retail,Import/Export,3,0,0,0,0,0,15,0
TXN001066,CUST1099,2024-01-13,NEFT,151532.6,India,Low,SME,IT Services,12,0,1,0,1,0,75,1
TXN001067,CUST1221,2024-11-16,Crypto Exchange,428228.41,Syria,High,Retail,Finance,12,0,0,0,0,0,65,1
TXN001068,CUST1037,2024-11-16,Wire Transfer,17342.42,Germany,Low,HNI,Retail Trade,5,0,0,0,0,0,30,0
TXN001069,CUST1498,2024-06-09,SWIFT,362013.65,India,Low,Retail,IT Services,19,0,1,0,0,1,65,1
TXN001070,CUST1026,2024-07-24,SWIFT,8635.05,Yemen,High,SME,Retail Trade,5,0,0,0,0,0,70,1
TXN001071,CUST1333,2024-06-17,NEFT,98602.97,Somalia,High,Retail,Hospitality,7,0,0,0,0,1,80,1
TXN001072,CUST1181,2024-11-13,RTGS,40135.32,Germany,Low,HNI,Hospitality,2,0,0,0,0,0,15,0
TXN001073,CUST1408,2024-06-08,Cash Deposit,46814.27,Singapore,Low,Retail,IT Services,4,0,0,0,0,0,15,0
TXN001074,CUST1333,2024-10-04,NEFT,64423.8,Japan,Low,SME,Import/Export,2,0,0,0,0,0,15,0
TXN001075,CUST1158,2024-01-05,Cash Withdrawal,345954.56,Myanmar,High,SME,Import/Export,6,0,0,1,0,0,85,1
TXN001076,CUST1174,2024-12-21,SWIFT,21441.1,Australia,Low,Corporate,Healthcare,4,0,0,0,0,0,15,0
TXN001077,CUST1169,2024-08-02,Cash Withdrawal,6306.42,UK,Low,SME,Finance,2,0,0,0,0,0,20,0
TXN001078,CUST1448,2024-01-02,Cash Deposit,361949.25,Myanmar,High,Retail,Hospitality,12,0,0,0,0,0,65,1
TXN001079,CUST1204,2024-07-04,Wire Transfer,10097.78,India,Low,Corporate,Retail Trade,1,0,0,0,0,0,15,0
TXN001080,CUST1284,2024-08-13,Cash Withdrawal,49501.76,USA,Low,Retail,Real Estate,5,0,0,0,0,0,30,0
TXN001081,CUST1184,2024-04-11,Cash Deposit,2379.38,UK,Low,Retail,IT Services,2,0,0,0,0,0,0,0
TXN001082,CUST1134,2024-10-10,Crypto Exchange,14087.03,USA,Low,Corporate,Import/Export,2,0,0,0,0,0,15,0
TXN001083,CUST1090,2024-12-12,Wire Transfer,4491.72,USA,Low,SME,IT Services,4,0,0,0,0,0,20,0
TXN001084,CUST1453,2024-06-05,Cash Deposit,8460.11,Germany,Low,Retail,Import/Export,2,0,0,0,0,0,20,0
TXN001085,CUST1190,2024-11-15,Crypto Exchange,55142.6,Germany,Low,Corporate,Finance,1,0,0,0,0,0,15,0
TXN001086,CUST1451,2024-04-08,Cash Deposit,362459.25,Syria,High,Corporate,Retail Trade,12,0,0,0,0,0,65,1
TXN001087,CUST1076,2024-11-18,Wire Transfer,10792.95,Japan,Low,SME,Real Estate,3,0,0,0,0,0,15,0
TXN001088,CUST1435,2024-02-11,RTGS,8687.62,Japan,Low,HNI,Real Estate,4,0,0,0,0,0,20,0
TXN001089,CUST1314,2024-07-17,NEFT,1053.86,Japan,Low,Retail,Real Estate,5,0,0,0,0,0,15,0
TXN001090,CUST1265,2024-12-30,Cash Withdrawal,24819.39,UK,Low,HNI,Real Estate,5,0,0,0,0,0,30,0
TXN001091,CUST1366,2024-10-24,Cash Withdrawal,21337.6,Germany,Low,HNI,Hospitality,5,0,0,0,0,0,30,0
TXN001092,CUST1106,2024-04-30,SWIFT,200000.0,Germany,Low,Corporate,Real Estate,2,1,0,0,0,0,20,0
TXN001093,CUST1455,2024-07-10,Cash Deposit,5106.82,UK,Low,HNI,Finance,5,0,0,0,0,0,35,0
TXN001094,CUST1384,2024-09-22,SWIFT,7711.21,Yemen,High,Retail,Import/Export,15,0,0,0,0,0,70,1
TXN001095,CUST1195,2024-04-29,SWIFT,11256.78,UK,Low,Retail,Real Estate,1,0,0,0,0,0,15,0
TXN001096,CUST1042,2024-09-19,NEFT,11779.02,Singapore,Low,SME,Retail Trade,1,0,0,0,0,0,15,0
TXN001097,CUST1474,2024-02-06,Wire Transfer,86351.37,UK,Low,Corporate,IT Services,1,0,0,0,0,0,15,0
TXN001098,CUST1170,2024-05-08,Cash Withdrawal,7023.78,UK,Low,Corporate,Healthcare,3,0,0,0,0,0,20,0
TXN001099,CUST1309,2024-10-05,Crypto Exchange,12314.49,UK,Low,Corporate,Retail Trade,1,0,0,0,0,0,15,0
TXN001100,CUST1144,2024-07-26,SWIFT,20167.84,Japan,Low,SME,Retail Trade,5,0,0,0,0,0,30,0
TXN001101,CUST1006,2024-03-17,NEFT,10720.51,Japan,Low,HNI,Healthcare,4,0,0,0,0,0,15,0
TXN001102,CUST1370,2024-09-21,Cash Deposit,4147.87,Singapore,Low,Corporate,Hospitality,5,0,0,0,0,0,35,0
TXN001103,CUST1369,2024-02-13,Crypto Exchange,10841.48,UK,Low,HNI,Import/Export,2,0,0,0,0,0,15,0
TXN001104,CUST1482,2024-08-18,SWIFT,40556.35,Japan,Low,HNI,Real Estate,5,0,0,0,0,0,30,0
TXN001105,CUST1071,2024-01-05,RTGS,346481.66,Myanmar,High,Corporate,Import/Export,18,0,0,0,0,0,65,1
TXN001106,CUST1300,2024-01-17,Crypto Exchange,1737.54,USA,Low,Retail,Finance,2,0,0,0,0,0,0,0
TXN001107,CUST1169,2024-07-19,Cash Deposit,9891.73,India,Low,HNI,Hospitality,5,0,0,0,0,0,35,0
TXN001108,CUST1243,2024-08-19,NEFT,2835.06,Australia,Low,Retail,Import/Export,3,0,0,0,0,0,0,0
TXN001109,CUST1053,2024-12-18,Crypto Exchange,62077.33,Syria,High,Corporate,IT Services,14,0,1,0,0,0,85,1
TXN001110,CUST1005,2024-07-29,Crypto Exchange,48657.92,Germany,Low,Corporate,Import/Export,2,0,0,0,0,0,15,0
TXN001111,CUST1066,2024-02-05,RTGS,824.86,Germany,Low,HNI,Hospitality,2,0,0,0,0,0,0,0
TXN001112,CUST1105,2024-12-29,Crypto Exchange,121451.56,UK,Low,SME,Hospitality,11,0,0,0,0,1,45,1
TXN001113,CUST1032,2024-05-06,Crypto Exchange,459636.14,Germany,Low,HNI,Finance,19,0,0,0,0,0,30,1
TXN001114,CUST1358,2024-03-30,NEFT,3503.85,Germany,Low,SME,Hospitality,2,0,0,0,0,0,0,0
TXN001115,CUST1316,2024-12-03,SWIFT,7626.82,Iran,High,HNI,Hospitality,12,0,0,1,0,0,90,1
TXN001116,CUST1034,2024-10-10,SWIFT,14268.62,India,Low,Corporate,Hospitality,3,0,0,0,0,0,15,0
TXN001117,CUST1053,2024-03-25,SWIFT,7282.85,Iran,High,SME,Hospitality,19,0,1,0,0,0,90,1
TXN001118,CUST1058,2024-08-25,RTGS,80706.73,Myanmar,High,Corporate,Import/Export,19,0,1,0,0,1,100,1
TXN001119,CUST1051,2024-09-30,Wire Transfer,125804.02,India,Low,Corporate,Import/Export,13,0,1,0,0,1,65,1
TXN001120,CUST1110,2024-11-21,Wire Transfer,84819.95,Japan,Low,HNI,Healthcare,5,0,0,0,0,0,30,0
TXN001121,CUST1366,2024-06-06,RTGS,7342.06,Germany,Low,Retail,Hospitality,1,0,0,0,0,0,20,0
TXN001122,CUST1024,2024-05-07,Cash Deposit,3523.47,UK,Low,HNI,Retail Trade,2,0,0,0,0,0,0,0
TXN001123,CUST1008,2024-06-21,Wire Transfer,136180.38,Japan,Low,HNI,IT Services,2,0,0,0,0,0,15,0
TXN001124,CUST1032,2024-12-06,Crypto Exchange,923.32,USA,Low,Corporate,IT Services,2,0,0,0,0,0,0,0
TXN001125,CUST1262,2024-06-14,Cash Withdrawal,135296.39,Yemen,High,Retail,Retail Trade,17,0,0,1,0,0,85,1
TXN001126,CUST1205,2024-04-18,SWIFT,79707.33,Australia,Low,SME,IT Services,16,0,1,0,0,0,50,1
TXN001127,CUST1052,2024-11-03,Wire Transfer,299.4,UK,Low,Corporate,Import/Export,4,0,0,0,0,0,0,0
TXN001128,CUST1497,2024-11-21,Cash Deposit,15678.12,Japan,Low,Corporate,Import/Export,3,0,0,0,0,0,15,0
TXN001129,CUST1341,2024-01-10,Cash Withdrawal,3815.85,Singapore,Low,HNI,IT Services,5,0,0,0,0,0,15,0
TXN001130,CUST1261,2024-12-26,NEFT,1751.37,India,Low,Corporate,Finance,2,0,0,0,0,0,0,0
TXN001131,CUST1388,2024-08-07,Cash Deposit,328894.8,North Korea,High,Retail,Import/Export,20,0,1,1,0,1,100,1
TXN001132,CUST1306,2024-03-09,Cash Withdrawal,23447.86,UK,Low,HNI,Healthcare,3,0,0,0,0,0,15,0
TXN001133,CUST1389,2024-07-31,Crypto Exchange,11680.79,Australia,Low,Retail,Finance,3,0,0,0,0,0,15,0
TXN001134,CUST1117,2024-04-15,Cash Deposit,3476.85,Singapore,Low,SME,Import/Export,1,0,0,0,0,0,0,0
TXN001135,CUST1340,2024-12-22,RTGS,1187.43,Australia,Low,Corporate,Retail Trade,2,0,0,0,0,0,0,0
TXN001136,CUST1195,2024-11-18,SWIFT,29992.0,India,Low,SME,Real Estate,1,0,0,0,0,0,15,0
TXN001137,CUST1035,2024-03-13,RTGS,21489.11,USA,Low,Corporate,IT Services,2,0,0,0,0,0,15,0
TXN001138,CUST1303,2024-02-10,NEFT,260183.41,Myanmar,High,Corporate,Real Estate,12,0,0,0,0,0,65,1
TXN001139,CUST1103,2024-09-03,Crypto Exchange,6983.02,India,Low,SME,Retail Trade,3,0,0,0,0,0,20,0
TXN001140,CUST1085,2024-09-15,SWIFT,129308.4,Singapore,Low,HNI,Hospitality,4,0,0,0,0,0,15,0
TXN001141,CUST1419,2024-07-14,Crypto Exchange,1627.62,Germany,Low,HNI,IT Services,1,0,0,0,0,0,0,0
TXN001142,CUST1471,2024-03-19,NEFT,821.98,Singapore,Low,SME,Finance,2,0,0,0,0,0,0,0
TXN001143,CUST1237,2024-07-11,Cash Withdrawal,2870.2,Singapore,Low,SME,Hospitality,5,0,0,0,0,0,15,0
TXN001144,CUST1170,2024-04-10,SWIFT,7567.52,USA,Low,Corporate,Healthcare,2,0,0,0,0,0,20,0
TXN001145,CUST1441,2024-07-31,SWIFT,486721.69,Syria,High,SME,Hospitality,14,0,0,0,0,1,80,1
TXN001146,CUST1197,2024-08-11,Crypto Exchange,11672.71,UK,Low,Corporate,Real Estate,3,0,0,0,0,0,15,0
TXN001147,CUST1250,2024-11-29,Wire Transfer,5642.86,Germany,Low,SME,Healthcare,4,0,0,0,0,0,20,0
TXN001148,CUST1124,2024-07-04,Crypto Exchange,13740.23,Australia,Low,HNI,IT Services,1,0,0,0,0,0,15,0
TXN001149,CUST1330,2024-08-21,NEFT,1239.78,Australia,Low,Corporate,Import/Export,2,0,0,0,0,0,0,0
TXN001150,CUST1308,2024-02-17,Wire Transfer,70660.85,Australia,Low,Corporate,IT Services,4,0,0,0,0,0,15,0
TXN001151,CUST1300,2024-08-04,Cash Deposit,7163.64,USA,Low,Retail,Finance,4,0,0,0,0,0,20,0
TXN001152,CUST1154,2024-07-29,Cash Withdrawal,43301.55,Japan,Low,HNI,Finance,1,0,0,0,0,0,15,0
TXN001153,CUST1293,2024-05-17,Cash Deposit,468507.59,North Korea,High,SME,Retail Trade,5,0,0,0,1,1,100,1
TXN001154,CUST1268,2024-08-08,Cash Withdrawal,13549.27,USA,Low,HNI,Healthcare,2,0,0,0,0,0,15,0
TXN001155,CUST1360,2024-04-03,SWIFT,16076.76,Singapore,Low,Corporate,Real Estate,1,0,0,0,0,0,15,0
TXN001156,CUST1416,2024-01-31,Cash Deposit,19046.73,Australia,Low,Corporate,Real Estate,2,0,0,0,0,0,15,0
TXN001157,CUST1098,2024-08-13,SWIFT,15860.12,Australia,Low,SME,Retail Trade,5,0,0,0,0,0,30,0
TXN001158,CUST1325,2024-02-13,Cash Withdrawal,6021.92,Yemen,High,Corporate,IT Services,12,0,0,0,1,1,100,1
TXN001159,CUST1003,2024-09-24,Cash Deposit,21249.4,Japan,Low,Retail,IT Services,1,0,0,0,0,0,15,0
TXN001160,CUST1266,2024-06-21,SWIFT,59499.83,Singapore,Low,SME,Hospitality,4,0,0,0,0,0,15,0
TXN001161,CUST1349,2024-05-02,Crypto Exchange,10881.09,UK,Low,SME,Import/Export,4,0,0,0,0,0,15,0
TXN001162,CUST1029,2024-02-21,Cash Withdrawal,23470.64,India,Low,SME,Retail Trade,4,0,0,0,0,0,15,0
TXN001163,CUST1205,2024-03-03,NEFT,7082.6,Japan,Low,Corporate,IT Services,5,0,0,0,0,0,35,0
TXN001164,CUST1358,2024-11-12,SWIFT,70275.31,Australia,Low,Corporate,Import/Export,4,0,0,0,0,0,15,0
TXN001165,CUST1338,2024-06-13,RTGS,2937.79,India,Low,Corporate,IT Services,3,0,0,0,0,0,0,0
TXN001166,CUST1496,2024-04-29,SWIFT,120741.92,Singapore,Low,SME,Healthcare,4,0,0,0,0,0,15,0
TXN001167,CUST1313,2024-08-31,SWIFT,7629.39,Australia,Low,Retail,Import/Export,1,0,0,0,0,0,20,0
TXN001168,CUST1150,2024-09-23,Cash Deposit,947.51,Singapore,Low,Corporate,Healthcare,5,0,0,0,0,0,15,0
TXN001169,CUST1254,2024-12-10,Crypto Exchange,494248.82,Syria,High,Retail,Import/Export,8,0,0,0,0,1,80,1
TXN001170,CUST1358,2024-01-15,SWIFT,9819.81,USA,Low,Retail,IT Services,3,0,0,0,0,0,20,0
TXN001171,CUST1392,2024-05-11,RTGS,2917.33,Australia,Low,SME,Real Estate,4,0,0,0,0,0,0,0
TXN001172,CUST1343,2024-09-30,Cash Deposit,28594.38,Australia,Low,Retail,Healthcare,4,0,0,0,0,0,15,0
TXN001173,CUST1354,2024-10-21,Cash Deposit,320305.74,Germany,Low,SME,Retail Trade,17,0,0,0,0,0,30,1
TXN001174,CUST1132,2024-02-27,Wire Transfer,3044.41,India,Low,Retail,Import/Export,3,0,0,0,0,0,0,0
TXN001175,CUST1479,2024-10-20,Wire Transfer,4149.42,UK,Low,Corporate,Healthcare,2,0,0,0,0,0,20,0
TXN001176,CUST1488,2024-01-01,RTGS,476.13,UK,Low,HNI,Finance,1,0,0,0,0,0,0,0
TXN001177,CUST1097,2024-07-05,Cash Withdrawal,4111.49,Japan,Low,HNI,Hospitality,2,0,0,0,0,0,20,0
TXN001178,CUST1308,2024-01-05,SWIFT,213.62,Singapore,Low,Corporate,IT Services,4,0,0,0,0,0,0,0
TXN001179,CUST1417,2024-09-12,Cash Deposit,753.06,Australia,Low,SME,Retail Trade,4,0,0,0,0,0,0,0
TXN001180,CUST1145,2024-12-25,RTGS,6260.45,Somalia,High,Corporate,Healthcare,8,0,1,0,0,0,90,1
TXN001181,CUST1149,2024-06-19,Crypto Exchange,25352.23,USA,Low,HNI,IT Services,2,0,0,0,0,0,15,0
TXN001182,CUST1478,2024-01-27,RTGS,26336.21,Japan,Low,Corporate,Healthcare,2,0,0,0,0,0,15,0
TXN001183,CUST1372,2024-12-03,Crypto Exchange,15339.5,Japan,Low,HNI,Import/Export,2,0,0,0,0,0,15,0
TXN001184,CUST1280,2024-12-13,SWIFT,1899.86,Germany,Low,HNI,Import/Export,3,0,0,0,0,0,0,0
TXN001185,CUST1200,2024-05-24,RTGS,7543.44,UK,Low,Retail,Finance,2,0,0,0,0,0,20,0
TXN001186,CUST1280,2024-06-14,Cash Deposit,8059.41,Japan,Low,HNI,IT Services,5,0,0,0,0,0,35,0
TXN001187,CUST1027,2024-03-24,RTGS,1425.75,Singapore,Low,SME,Hospitality,2,0,0,0,0,0,0,0
TXN001188,CUST1247,2024-04-21,Cash Deposit,77272.81,Japan,Low,SME,Real Estate,2,0,0,0,0,0,15,0
TXN001189,CUST1004,2024-10-21,Crypto Exchange,30213.48,India,Low,SME,Healthcare,2,0,0,0,0,0,15,0
TXN001190,CUST1218,2024-07-01,Wire Transfer,5817.08,Germany,Low,Corporate,IT Services,2,0,0,0,0,0,20,0
TXN001191,CUST1060,2024-03-17,SWIFT,8436.55,Australia,Low,SME,Finance,4,0,0,0,0,0,20,0
TXN001192,CUST1060,2024-06-03,SWIFT,11076.42,Australia,Low,Corporate,Hospitality,5,0,0,0,0,0,30,0
TXN001193,CUST1334,2024-12-09,RTGS,378.95,Australia,Low,HNI,Retail Trade,1,0,0,0,0,0,0,0
TXN001194,CUST1442,2024-11-30,RTGS,5592.79,Germany,Low,HNI,Import/Export,3,0,0,0,0,0,20,0
TXN001195,CUST1059,2024-11-24,SWIFT,279386.82,Yemen,High,Retail,IT Services,20,0,1,0,0,1,100,1
TXN001196,CUST1330,2024-03-05,NEFT,2913.25,India,Low,HNI,Import/Export,3,0,0,0,0,0,0,0
TXN001197,CUST1465,2024-12-24,Crypto Exchange,7557.77,Yemen,High,Corporate,Hospitality,20,0,1,0,0,0,90,1
TXN001198,CUST1385,2024-04-02,Wire Transfer,1803.65,Japan,Low,Corporate,Healthcare,5,0,0,0,0,0,15,0
TXN001199,CUST1002,2024-03-03,Cash Withdrawal,5315.33,India,Low,HNI,Retail Trade,2,0,0,0,0,0,20,0
TXN001200,CUST1334,2024-05-11,NEFT,120154.03,Japan,Low,Corporate,IT Services,1,0,0,0,0,0,15,0
TXN001201,CUST1063,2024-03-28,NEFT,475352.82,North Korea,High,SME,Import/Export,6,0,0,0,0,0,65,1
TXN001202,CUST1295,2024-09-24,Cash Withdrawal,21189.57,UK,Low,HNI,Healthcare,5,0,0,0,0,0,30,0
TXN001203,CUST1107,2024-01-23,Crypto Exchange,3440.02,USA,Low,Retail,Healthcare,1,0,0,0,0,0,0,0
TXN001204,CUST1153,2024-10-09,NEFT,19127.34,USA,Low,Corporate,Real Estate,5,0,0,0,0,0,30,0
TXN001205,CUST1065,2024-05-10,NEFT,66107.21,UK,Low,HNI,IT Services,4,0,0,0,0,0,15,0
TXN001206,CUST1083,2024-05-10,Wire Transfer,32433.61,Australia,Low,HNI,Hospitality,4,0,0,0,0,0,15,0
TXN001207,CUST1073,2024-05-17,RTGS,8861.27,Australia,Low,Corporate,IT Services,2,0,0,0,0,0,20,0
TXN001208,CUST1288,2024-03-19,Crypto Exchange,3070.5,UK,Low,Corporate,Hospitality,4,0,0,0,0,0,0,0
TXN001209,CUST1493,2024-03-04,Cash Withdrawal,23094.16,Singapore,Low,Corporate,IT Services,1,0,0,0,0,0,15,0
TXN001210,CUST1208,2024-02-15,RTGS,14621.2,UK,Low,Retail,Import/Export,3,0,0,0,0,0,15,0
TXN001211,CUST1074,2024-02-20,Wire Transfer,31032.48,Germany,Low,Corporate,Import/Export,2,0,0,0,0,0,15,0
TXN001212,CUST1053,2024-06-05,NEFT,21010.08,Singapore,Low,Retail,Real Estate,4,0,0,0,0,0,15,0
TXN001213,CUST1178,2024-11-07,Cash Withdrawal,4763.75,Syria,High,SME,Finance,10,0,1,0,0,0,90,1
TXN001214,CUST1435,2024-03-06,NEFT,39117.65,UK,Low,HNI,Hospitality,1,0,0,0,0,0,15,0
TXN001215,CUST1365,2024-03-14,Cash Deposit,3630.58,Germany,Low,Corporate,Healthcare,5,0,0,0,0,0,15,0
TXN001216,CUST1027,2024-05-07,Crypto Exchange,58459.59,Australia,Low,SME,Healthcare,5,0,0,0,0,0,30,0
TXN001217,CUST1234,2024-08-27,Cash Withdrawal,10898.71,Singapore,Low,Corporate,Hospitality,3,0,0,0,0,0,15,0
TXN001218,CUST1219,2024-02-14,RTGS,182205.66,UK,Low,Corporate,Import/Export,4,0,0,0,0,0,15,0
TXN001219,CUST1432,2024-02-09,Wire Transfer,2881.94,Australia,Low,Retail,Healthcare,2,0,0,0,0,0,0,0
TXN001220,CUST1084,2024-05-26,RTGS,109529.12,Singapore,Low,Retail,IT Services,4,0,0,0,0,0,15,0
TXN001221,CUST1005,2024-03-10,NEFT,10903.8,Germany,Low,HNI,Healthcare,4,0,0,0,0,0,15,0
TXN001222,CUST1346,2024-11-11,Wire Transfer,3049.93,USA,Low,Retail,Hospitality,1,0,0,0,0,0,0,0
TXN001223,CUST1359,2024-12-04,RTGS,3921.27,Japan,Low,SME,Real Estate,5,0,0,0,0,0,15,0
